support,itemsets,length
0.1,"frozenset({'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.1,"frozenset({'CO2_Category_Low_CO2', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Low_CO2', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'CO2_Category_Low_CO2'})",2
0.1,"frozenset({'CO2_Category_Low_CO2', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.1,"frozenset({'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Aid_Category_Medium_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Aid_Category_Medium_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Forest_Loss_Category_Low_Forest_Loss'})",2
0.1,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Year_Category_Old_Year'})",3
0.1,"frozenset({'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_High_CO2', 'Population_Category_Medium_Population', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_High_CO2', 'GDP_Category_Low_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'CO2_Category_High_CO2', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.1,"frozenset({'Country_Russia', 'CO2_Category_High_CO2'})",2
0.1,"frozenset({'Policy_Category_Moderate_Policy', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Policy_Category_Moderate_Policy'})",2
0.1,"frozenset({'GDP_Category_High_GDP', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'GDP_Category_High_GDP'})",2
0.1,"frozenset({'Population_Category_High_Population', 'GDP_Category_High_GDP'})",2
0.1,"frozenset({'Aid_Category_Medium_Aid', 'Population_Category_Low_Population', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.1,"frozenset({'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Population_Category_Medium_Population', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Aid_Category_Low_Aid'})",2
0.1,"frozenset({'Aid_Category_Low_Aid', 'CO2_Category_High_CO2'})",2
0.1,"frozenset({'Tree_Cover_Loss_Category_High_Tree_Cover_Loss', 'Aid_Category_High_Aid'})",2
0.1,"frozenset({'Rainfall_Category_Medium_Rainfall', 'Aid_Category_High_Aid'})",2
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Population_Category_Medium_Population', 'Aid_Category_Medium_Aid'})",3
0.1,"frozenset({'Policy_Category_Weak_Policy', 'Aid_Category_Medium_Aid', 'Year_Category_Old_Year'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Population_Category_Low_Population'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Illegal_Lumbering_Category_High_Illegal_Lumbering'})",2
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Illegal_Lumbering_Category_High_Illegal_Lumbering'})",2
0.1,"frozenset({'Policy_Category_Moderate_Policy', 'Corruption_Category_High_Corruption', 'Year_Category_Old_Year'})",3
0.1,"frozenset({'Aid_Category_Low_Aid', 'Population_Category_High_Population', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Year_Category_Middle_Year'})",2
0.1,"frozenset({'Aid_Category_Low_Aid', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Aid_Category_Medium_Aid', 'GDP_Category_High_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Rainfall_Category_Medium_Rainfall'})",2
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Population_Category_Low_Population'})",2
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'CO2_Category_High_CO2'})",2
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'CO2_Category_High_CO2'})",2
0.1,"frozenset({'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.1,"frozenset({'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Aid_Category_Low_Aid', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption', 'CO2_Category_High_CO2'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Protected_Areas_Category_Medium_Protected_Area', 'Aid_Category_High_Aid'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Aid_Category_High_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'GDP_Category_Medium_GDP', 'Aid_Category_High_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Country_Indonesia', 'Corruption_Category_High_Corruption', 'Aid_Category_High_Aid'})",3
0.1,"frozenset({'CO2_Category_High_CO2', 'Aid_Category_High_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Protected_Areas_Category_Medium_Protected_Area'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.1,"frozenset({'Population_Category_Medium_Population', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'Population_Category_Medium_Population', 'Rainfall_Category_Medium_Rainfall'})",2
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",2
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Policy_Category_Moderate_Policy'})",2
0.1,"frozenset({'Forest_Loss_Category_High_Forest_Loss', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area', 'Year_Category_Middle_Year'})",3
0.1,"frozenset({'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.1,"frozenset({'Population_Category_Medium_Population', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Population_Category_Medium_Population', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Year_Category_Old_Year'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Population_Category_Low_Population', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Forest_Loss_Category_High_Forest_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Forest_Loss_Category_High_Forest_Loss'})",2
0.1,"frozenset({'Country_Russia', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Country_Russia'})",2
0.1,"frozenset({'Country_Russia', 'GDP_Category_Medium_GDP'})",2
0.1,"frozenset({'Population_Category_High_Population', 'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Country_Brazil', 'Year_Category_Middle_Year'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Country_Brazil'})",2
0.1,"frozenset({'Policy_Category_Moderate_Policy', 'Country_Brazil'})",2
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Aid_Category_Low_Aid'})",2
0.1,"frozenset({'Year_Category_Recent_Year', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",3
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.1,"frozenset({'Rainfall_Category_Medium_Rainfall', 'Year_Category_Old_Year'})",2
0.1,"frozenset({'Year_Category_Middle_Year', 'Rainfall_Category_Medium_Rainfall'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Year_Category_Middle_Year'})",2
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",2
0.1,"frozenset({'Protected_Areas_Category_Medium_Protected_Area', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Agriculture_Land_Category_Medium_Agriculture_Land', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year', 'Rainfall_Category_Medium_Rainfall'})",3
0.1,"frozenset({'Agriculture_Land_Category_Medium_Agriculture_Land', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Agriculture_Land_Category_Medium_Agriculture_Land', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'GDP_Category_Low_GDP', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'CO2_Category_High_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Aid_Category_Low_Aid', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Aid_Category_Low_Aid', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Rainfall_Category_High_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Protected_Areas_Category_Medium_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",3
0.1,"frozenset({'Country_Russia', 'Forest_Loss_Category_High_Forest_Loss'})",2
0.1,"frozenset({'Country_Indonesia', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Aid_Category_Low_Aid'})",2
0.1,"frozenset({'Policy_Category_Weak_Policy', 'Protected_Areas_Category_Medium_Protected_Area', 'Illegal_Lumbering_Category_Medium_Illegal_Lumbering'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Population_Category_Low_Population', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'GDP_Category_Medium_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'GDP_Category_Medium_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'GDP_Category_Low_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'GDP_Category_Low_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Forest_Loss_Category_Medium_Forest_Loss'})",3
0.1,"frozenset({'Rainfall_Category_Medium_Rainfall', 'Forest_Loss_Category_Medium_Forest_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Forest_Loss_Category_Medium_Forest_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'Protected_Areas_Category_Low_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Year_Category_Recent_Year', 'Forest_Loss_Category_High_Forest_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Forest_Loss_Category_High_Forest_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Country_Indonesia', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss', 'Protected_Areas_Category_Medium_Protected_Area', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Year_Category_Recent_Year', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss', 'Protected_Areas_Category_Medium_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Rainfall_Category_Medium_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Rainfall_Category_High_Rainfall', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Protected_Areas_Category_Medium_Protected_Area', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Forest_Loss_Category_Medium_Forest_Loss', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Low_Tree_Cover_Loss'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Population_Category_High_Population', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'Corruption_Category_High_Corruption', 'Country_Brazil'})",3
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Aid_Category_High_Aid'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Tree_Cover_Loss_Category_High_Tree_Cover_Loss'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Rainfall_Category_High_Rainfall'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Protected_Areas_Category_Low_Protected_Area'})",2
0.1,"frozenset({'CO2_Category_Medium_CO2', 'Population_Category_Medium_Population'})",2
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'GDP_Category_Low_GDP', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Corruption_Category_High_Corruption', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss'})",3
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Agriculture_Land_Category_High_Agriculture_Land', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Aid_Category_Low_Aid', 'GDP_Category_Low_GDP'})",2
0.1,"frozenset({'Aid_Category_Low_Aid', 'Forest_Loss_Category_Medium_Forest_Loss'})",2
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'CO2_Category_Low_CO2', 'Policy_Category_Weak_Policy'})",3
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Year_Category_Old_Year'})",2
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Year_Category_Recent_Year', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Aid_Category_Medium_Aid', 'Year_Category_Old_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'GDP_Category_High_GDP', 'Aid_Category_Medium_Aid', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Aid_Category_Low_Aid', 'Population_Category_High_Population', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Aid_Category_Low_Aid', 'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Aid_Category_Low_Aid', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Year_Category_Recent_Year', 'Aid_Category_High_Aid', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Population_Category_Low_Population', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Protected_Areas_Category_High_Protected_Area', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Rainfall_Category_High_Rainfall', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_Low_Agriculture_Land', 'CO2_Category_Low_CO2', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Year_Category_Recent_Year', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Policy_Category_Weak_Policy', 'Corruption_Category_High_Corruption', 'Year_Category_Middle_Year'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Protected_Areas_Category_Low_Protected_Area', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Population_Category_Medium_Population', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Agriculture_Land_Category_Medium_Agriculture_Land'})",2
0.1,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption', 'Protected_Areas_Category_Low_Protected_Area'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'Corruption_Category_High_Corruption', 'Policy_Category_Moderate_Policy'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_Low_Illegal_Lumbering', 'Rainfall_Category_Medium_Rainfall'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering'})",2
0.1,"frozenset({'Population_Category_Medium_Population', 'Illegal_Lumbering_Category_Low_Illegal_Lumbering'})",2
0.1,"frozenset({'CO2_Category_Low_CO2', 'Forest_Loss_Category_Low_Forest_Loss'})",2
0.1,"frozenset({'Rainfall_Category_Low_Rainfall', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Population_Category_High_Population', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'Illegal_Lumbering_Category_High_Illegal_Lumbering', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'GDP_Category_Medium_GDP', 'Forest_Loss_Category_High_Forest_Loss', 'Corruption_Category_High_Corruption'})",3
0.1,"frozenset({'CO2_Category_High_CO2', 'Aid_Category_High_Aid', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Agriculture_Land_Category_High_Agriculture_Land', 'Population_Category_High_Population'})",2
0.1,"frozenset({'Forest_Loss_Category_Medium_Forest_Loss', 'Rainfall_Category_Medium_Rainfall', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
0.1,"frozenset({'Forest_Loss_Category_Low_Forest_Loss', 'GDP_Category_Medium_GDP', 'Corruption_Category_High_Corruption', 'Policy_Category_Weak_Policy'})",4
